YTID,start_seconds,end_seconds,positive_labels
0q-FsImT-Wo,30.0,40.0,/t/dd00129
0q2QpnudlsI,0.0,10.0,"/m/04rlf,/t/dd00129"
0qzRODCymVE,30.0,40.0,"/m/04rlf,/t/dd00129"
0r5gG6cngyg,80.0,90.0,"/m/07yv9,/t/dd00129"
0rIgUnmP74w,30.0,40.0,"/m/04rlf,/t/dd00129"
0rLiGvid6rU,450.0,460.0,/t/dd00129
0rOrlLPYRzQ,190.0,200.0,"/m/0cmf2,/m/0k5j,/t/dd00129"
0rQM-wWRmhg,30.0,40.0,/t/dd00129
0raNq797vUA,20.0,30.0,"/m/0912c9,/t/dd00129"
0ruKTGNm5I0,80.0,90.0,"/m/015lz1,/m/04rlf,/t/dd00129"
0rzaxSW6fOs,60.0,70.0,"/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00129"
0s8CYOneuWU,10.0,20.0,/t/dd00129
0sAQ8f1UWEs,20.0,30.0,/t/dd00129
0tDUaqm40Ds,430.0,440.0,"/m/06mb1,/m/07yv9,/t/dd00129"
0tQMK7hkNCY,210.0,220.0,"/m/04rlf,/t/dd00129"
0twClGZ_NAU,30.0,40.0,/t/dd00129
0uGa4ptxb-Q,60.0,70.0,"/m/07yv9,/t/dd00129"
0udR5Hhcl-o,70.0,80.0,"/m/04rlf,/t/dd00129"
0vCxQHkmsM0,10.0,20.0,"/m/07yv9,/t/dd00129"
0vEW1Y3ujj8,310.0,320.0,"/m/04rlf,/t/dd00129"
0vRQT_g-0JM,330.0,340.0,"/m/07yv9,/t/dd00129"
0vXrtbrk_cw,50.0,60.0,"/m/0jbk,/t/dd00129"
0vc9t6MPfv4,30.0,40.0,"/m/04rlf,/t/dd00129"
0vjRaoImqw0,220.0,230.0,/t/dd00129
0vkJu0sPlN0,60.0,70.0,"/m/07r04,/m/07yv9,/m/0jbk,/t/dd00129"
0vtV7CqT5Dc,30.0,40.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
0w2qZF0G9TY,30.0,40.0,"/m/028v0c,/t/dd00129"
0wLwX-Emqu0,10.0,20.0,"/m/04_sv,/m/07yv9,/t/dd00129"
0wSplu7L7I4,490.0,500.0,"/m/04rlf,/t/dd00129"
0x52edrohWg,140.0,150.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
0x9YSFBhFbM,80.0,90.0,"/m/03k3r,/m/03m9d0z,/m/0jbk,/t/dd00129"
0xb7TYwY1ng,30.0,40.0,"/m/07r04,/m/07yv9,/t/dd00129"
0yETgW44MZU,20.0,30.0,"/m/01g50p,/m/0284vy3,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
0yFKfylzpa8,340.0,350.0,"/m/04rlf,/t/dd00125,/t/dd00129"
0yVmyVb6oXM,6.0,16.0,/t/dd00129
0z2QTX_Ktrw,0.0,10.0,/t/dd00129
0zoQtBnYF5M,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1-D8xrw_vWc,150.0,160.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
1-PE-YBaZic,30.0,40.0,"/m/07jdr,/m/07yv9,/m/0912c9,/t/dd00129"
1-ZWlCfVWf4,10.0,20.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
1-ktoR6vRQI,110.0,120.0,"/m/07yv9,/t/dd00129"
1-vjgWNeTgQ,10.0,20.0,/t/dd00129
1-xIwBVu_nA,10.0,20.0,"/m/07yv9,/t/dd00129"
10C4cYN2ljw,0.0,10.0,"/m/04rlf,/m/0k4j,/t/dd00129"
10iUWEiCprw,90.0,100.0,"/m/04rlf,/t/dd00129"
11LafKY7-fE,10.0,20.0,"/m/0jbk,/t/dd00129"
11V4ODXv58g,30.0,40.0,/t/dd00129
11gOpJxzAsQ,70.0,80.0,"/m/04rlf,/t/dd00129"
123XZ3cvBiM,90.0,100.0,"/m/07yv9,/t/dd00129"
12dKeEXe1YI,30.0,40.0,/t/dd00129
13L6ba0A8PQ,80.0,90.0,/t/dd00129
13NH0bVULhA,170.0,180.0,"/m/01jwx6,/m/09ct_,/t/dd00129"
13NrK_WGPi8,40.0,50.0,/t/dd00129
13PDcQ_6bsM,240.0,250.0,"/m/04rlf,/t/dd00129"
14036jJpWCc,10.0,20.0,/t/dd00129
14LHFWpJidk,100.0,110.0,"/m/04rlf,/t/dd00129"
14WzcjxyPlE,530.0,540.0,/t/dd00129
14tkyMATDE0,30.0,40.0,"/m/07yv9,/t/dd00129"
151uJ0_4ON8,380.0,390.0,"/m/05x_td,/m/07yv9,/m/0k4j,/t/dd00129"
15A-Kc9BlHo,240.0,250.0,"/m/03k3r,/m/0jbk,/t/dd00129"
15KVHJYbtvY,30.0,40.0,"/m/0jbk,/t/dd00129"
16ERf1C6uK8,30.0,40.0,/t/dd00129
16cpSo6bBCE,30.0,40.0,"/m/04rlf,/m/07xzm,/t/dd00129"
16i2AOm_TxI,30.0,40.0,"/m/07yv9,/t/dd00129"
173kpzrf9Ts,130.0,140.0,/t/dd00129
17rAytsbfHg,110.0,120.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
1883rmRRG3Y,29.0,39.0,/t/dd00129
18EIa7Ej_MI,30.0,40.0,/t/dd00129
18Jx-R2aq1M,220.0,230.0,"/m/09t49,/t/dd00129"
18W2FBler-8,310.0,320.0,"/m/07yv9,/t/dd00129"
18meDCE8Eec,30.0,40.0,"/m/06h7j,/t/dd00129"
19A-kb7OrlY,30.0,40.0,"/m/04rlf,/t/dd00129"
19PsULYjXXQ,140.0,150.0,"/m/02rlv9,/m/07yv9,/t/dd00129"
19fcAInBxQQ,510.0,520.0,"/m/01bjv,/m/07yv9,/t/dd00129"
19krtMekcc8,100.0,110.0,"/m/07pbtc8,/t/dd00129"
19l3vRYTlY4,80.0,90.0,/t/dd00129
1A-yWu0FkeE,0.0,10.0,/t/dd00129
1AP95Eg86SI,30.0,40.0,"/m/04rlf,/t/dd00129"
1AZNZ2H-q1M,210.0,220.0,"/m/04rlf,/t/dd00129"
1Aqg83kMmek,0.0,10.0,/t/dd00129
1BJPb3dlVc4,0.0,10.0,"/m/04rlf,/t/dd00129"
1BQ8qH4D4ig,10.0,20.0,"/m/06_y0by,/t/dd00129"
1B_z7drn3j8,20.0,30.0,"/m/0jbk,/t/dd00129"
1C4wX3EDzzw,260.0,270.0,/t/dd00129
1COtOZ8_XWU,90.0,100.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
1CQR2Nh6ZaU,20.0,30.0,"/m/01j4z9,/m/07k1x,/t/dd00129"
1DLdPF3ycJk,10.0,20.0,"/m/028v0c,/m/07yv9,/t/dd00129"
1F5KWrbuezg,140.0,150.0,/t/dd00129
1FTM2zyuP3Y,140.0,150.0,"/m/07r04,/m/07yv9,/t/dd00129"
1FzVVvF08Vo,0.0,10.0,"/m/028v0c,/m/07yv9,/t/dd00129"
1G0gep8zp0A,90.0,100.0,"/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00129"
1G7d2yiT5ew,10.0,20.0,"/m/04rlf,/t/dd00129"
1GG_qCSNnUA,290.0,300.0,/t/dd00129
1GXuz594Rag,40.0,50.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
1H5B6bS_OB0,20.0,30.0,/t/dd00129
1H5akH-Mpm0,0.0,10.0,/t/dd00129
1HeDntLtnCs,90.0,100.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
1IGiiRSIFBk,20.0,30.0,"/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00129"
1INnQRgjdFE,190.0,200.0,"/m/04_sv,/m/07yv9,/t/dd00129"
1I_O9OdVZ3o,60.0,70.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
1IoHRTUp86c,70.0,80.0,"/m/07yv9,/m/0k5j,/t/dd00129"
1JF2FvitjfU,30.0,40.0,"/m/028v0c,/t/dd00129"
1JLRO2hVYEs,80.0,90.0,"/m/04rlf,/t/dd00129"
1JYkgblklN8,230.0,240.0,/t/dd00129
1JkbEwTaUk0,20.0,30.0,/t/dd00129
1KQxxTTDt5k,10.0,20.0,"/m/07yv9,/t/dd00129"
1KXWq7P0-L8,190.0,200.0,"/m/07yv9,/t/dd00129"
1L0s2u1wObA,30.0,40.0,"/m/04rlf,/t/dd00129"
1L6nSPjOFwY,6.0,16.0,"/m/0jbk,/t/dd00129"
1LHDf2G4x5M,40.0,50.0,/t/dd00129
1LfBY0KabVc,330.0,340.0,"/m/0k5j,/t/dd00129"
1Lm27nk-Qb8,260.0,270.0,"/m/04rlf,/t/dd00129"
1LsftIgK6Co,70.0,80.0,"/m/02mk9,/t/dd00129"
1MWtN95lWz8,40.0,50.0,/t/dd00129
1MXrs9sd660,30.0,40.0,"/m/04rlf,/m/0jbk,/t/dd00129"
1MtdfJLvdoU,70.0,80.0,"/m/07yv9,/t/dd00129"
1NF4VWm4HX4,20.0,30.0,"/m/07yv9,/t/dd00129"
1NLipoBAWBw,30.0,40.0,"/m/07yv9,/t/dd00129"
1O2tsMx1SzM,30.0,40.0,"/m/07r04,/m/07yv9,/t/dd00129"
1O9fPkrF76M,110.0,120.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
1OAc9QvshbI,30.0,40.0,"/m/0jbk,/t/dd00129"
1OmvB3WTwUs,10.0,20.0,/t/dd00129
1OpoQvZ-JO0,0.0,10.0,"/m/04rlf,/t/dd00129"
1Oquq3ba3ak,30.0,40.0,"/m/0jbk,/t/dd00129"
1OsEBQwADTw,260.0,270.0,"/m/07yv9,/m/0k5j,/t/dd00129"
1POg-5l-iG8,8.0,18.0,/t/dd00129
1PT9MzU7x9w,40.0,50.0,"/m/0jbk,/t/dd00129"
1PV6TCRQTok,30.0,40.0,"/m/04_sv,/m/07yv9,/t/dd00129"
1PX_tkh5HjQ,40.0,50.0,/t/dd00129
1QLi9nieseQ,80.0,90.0,/t/dd00129
1QPoyvUR7lg,130.0,140.0,"/m/07yv9,/t/dd00129"
1QoDjVjE94I,0.0,10.0,"/m/03m9d0z,/t/dd00129"
1RH52NZd5F8,50.0,60.0,/t/dd00129
1Rc4cAPy6kc,0.0,10.0,"/t/dd00092,/t/dd00129"
1RwppN6uk4Q,250.0,260.0,"/m/04rlf,/m/05kq4,/t/dd00129"
1SpxLnejVR4,0.0,10.0,"/m/028v0c,/t/dd00129"
1TiWFK39qUM,30.0,40.0,"/m/04rlf,/t/dd00129"
1UR5RPA1HNg,10.0,20.0,"/m/01280g,/m/04cvmfc,/m/04rlf,/m/0cdnk,/m/0jbk,/t/dd00129"
1V3iJNSwjRU,580.0,590.0,/t/dd00129
1VBFr9nR36k,30.0,40.0,/t/dd00129
1VBpt1mWq_g,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1Vf0l2lIh6Y,310.0,320.0,"/m/07r04,/m/07yv9,/t/dd00129"
1VfD-a4uUFM,80.0,90.0,"/m/07yv9,/m/09ct_,/t/dd00129"
1W6xrrwSSIM,190.0,200.0,"/m/04rlf,/t/dd00129"
1WJAip2Ltvk,120.0,130.0,"/m/0jbk,/t/dd00129"
1XKf8hdWXSA,50.0,60.0,/t/dd00129
1XOM3E5XdXg,120.0,130.0,"/m/04rlf,/t/dd00129"
1Yj_NguC5ls,110.0,120.0,"/m/04rlf,/m/07yv9,/t/dd00129"
1YlcQqP9CqQ,30.0,40.0,"/m/014zdl,/t/dd00129"
1ZNUQwyo8Yg,30.0,40.0,/t/dd00129
1ZUubPj9yB8,0.0,9.0,"/m/07yv9,/t/dd00129"
1ZxZxS_HL88,40.0,50.0,"/m/015lz1,/m/04rlf,/m/06w87,/t/dd00129"
1_0_35FvVks,30.0,40.0,/t/dd00129
1_g86X_2d9g,30.0,40.0,/t/dd00129
1_yHpSKe8xE,30.0,40.0,"/m/04rlf,/t/dd00129"
1a9TC7b8urY,40.0,50.0,"/m/03m9d0z,/t/dd00129"
1azVkY4MtE8,80.0,90.0,"/m/07yv9,/m/0ltv,/t/dd00129"
1b69mNp3S6Y,30.0,40.0,"/m/04rlf,/m/07xzm,/t/dd00129"
1bPC8bjsP90,0.0,10.0,"/m/0cj0r,/t/dd00129"
1bTEgQoHW8w,200.0,210.0,"/m/04rlf,/t/dd00129"
1bZgQyYhLAs,30.0,40.0,"/m/019jd,/m/056ks2,/m/07yv9,/t/dd00129"
1bojgkIebBU,40.0,50.0,"/m/012f08,/m/04rlf,/m/07yv9,/t/dd00129"
1bvx0hClRsQ,0.0,10.0,/t/dd00129
1cNdgxR-OHc,10.0,20.0,"/m/07r04,/m/07yv9,/m/0k4j,/t/dd00129"
1cWqJ9cRyaY,0.0,10.0,"/m/0199g,/m/07yv9,/t/dd00129"
1dDke5Ol_i4,70.0,80.0,/t/dd00129
1dMdNc1kby4,500.0,510.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1ddT99idPZM,10.0,20.0,"/m/04_sv,/m/07yv9,/t/dd00129"
1dnqsbIJpVU,90.0,100.0,"/m/07yv9,/t/dd00129"
1dqw-IdEHBY,30.0,40.0,/t/dd00129
1dyHJkz-U8Y,30.0,40.0,"/m/0jbk,/t/dd00129"
1e5cKybbKB8,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00129"
1eG_3p87Sak,30.0,40.0,/t/dd00129
1eQ_2ianco8,30.0,40.0,/t/dd00129
1eSXtOkG_Mw,410.0,420.0,/t/dd00129
1f0fsmhojJc,530.0,540.0,"/m/0199g,/m/07yv9,/t/dd00129"
1g781wYvELQ,30.0,40.0,"/m/02mk9,/m/07pb8fc,/m/07r04,/m/07yv9,/t/dd00129"
1gQP0HtOrsM,150.0,160.0,"/m/07r04,/m/07yv9,/t/dd00129"
1gVcuyz-6to,250.0,260.0,"/m/07yv9,/m/09ct_,/m/0k5j,/t/dd00129"
1gWYKuEjDLw,240.0,250.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
1hTNEWLTmhg,140.0,150.0,"/m/04rlf,/t/dd00129"
1i04Ino4XTY,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1iCUCx9p1KI,30.0,40.0,/t/dd00129
1iRW2U2jNPA,480.0,490.0,/t/dd00129
1iYwEQiAciQ,440.0,450.0,"/m/068zj,/m/0jbk,/t/dd00129"
1idUJsBKd5o,190.0,200.0,"/m/04rlf,/t/dd00129"
1iggFgEmNzw,590.0,600.0,/t/dd00129
1itO9hAvzpg,30.0,40.0,/t/dd00129
1jNpr_pOasY,30.0,40.0,"/m/04rlf,/m/0jbk,/t/dd00129"
1jSwdA8YVMM,30.0,40.0,/t/dd00129
1jZr6KsJkIw,100.0,110.0,/t/dd00129
1kP8OBSFvzo,21.0,31.0,/t/dd00129
1kcks8xCGfM,11.0,21.0,"/m/0912c9,/t/dd00129"
1kni0MQT6OI,580.0,590.0,/t/dd00129
1lMc_gpA8FA,50.0,60.0,/t/dd00129
1lSKzJ35_yE,90.0,100.0,"/m/028v0c,/t/dd00129"
1lkbihGPpgU,10.0,20.0,/t/dd00129
1m1C7vR60wY,280.0,290.0,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
1mBMPtZgpLI,420.0,430.0,"/m/04rlf,/m/085jw,/t/dd00129"
1mkPoJHoxGU,10.0,20.0,"/m/0ch8v,/m/0jbk,/t/dd00129"
1mo8p0zzwY0,10.0,20.0,/t/dd00129
1mzPiTediOQ,60.0,70.0,"/m/034srq,/m/07yv9,/t/dd00129"
1nbLXfmiAB8,450.0,460.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1ncT-24tBJY,390.0,400.0,"/m/028v0c,/m/07yv9,/t/dd00129"
1ncv1ANE5no,320.0,330.0,"/m/04zmvq,/m/06d_3,/m/07jdr,/t/dd00129"
1nfqAkkoNJ0,20.0,30.0,"/m/07yv9,/t/dd00129"
1nquRWBpCRI,560.0,570.0,"/m/04rlf,/t/dd00129"
1o-D-axwdUk,320.0,330.0,"/m/07yv9,/t/dd00129"
1o0ibtoeIyY,14.0,24.0,/t/dd00129
1oVlTkZg6G8,6.0,16.0,/t/dd00129
1odD_0oOBsg,20.0,30.0,"/m/04rlf,/t/dd00129"
1op8Lety7sc,10.0,20.0,"/m/03vt0,/t/dd00129"
1oq0WSNy7SM,170.0,180.0,/t/dd00129
1or3h_hKAs4,40.0,50.0,"/m/04rlf,/t/dd00129"
1orwbpFvbSw,10.0,20.0,/t/dd00129
1p-ITMSY1x0,130.0,140.0,/t/dd00129
1p0YqEhDTjI,10.0,20.0,/t/dd00129
1p4HiTBdYn0,60.0,70.0,/t/dd00129
1pTxQSv-NrE,20.0,30.0,"/m/04rlf,/m/0hsrw,/t/dd00129"
1pWVFhkCojk,180.0,190.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
1pZP1M8nPvw,100.0,110.0,"/m/01bjv,/m/07yv9,/t/dd00129"
1pnBAZDTdug,80.0,90.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1pxEJKfd2tE,160.0,170.0,/t/dd00129
1q3KQGYfv4Q,330.0,340.0,/t/dd00129
1qb1hlTtKp4,130.0,140.0,"/m/04rlf,/t/dd00129"
1qwhTFe1Yrw,30.0,40.0,"/m/078jl,/m/0jbk,/t/dd00129"
1qzbuhHXY3E,50.0,60.0,"/m/02mk9,/t/dd00129"
1rM1Jhgweto,400.0,410.0,"/m/04rlf,/t/dd00129"
1rbEecNtDz8,530.0,540.0,"/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
1rrJQ8i-etw,20.0,30.0,"/m/012f08,/m/07yv9,/t/dd00129"
1s0qQPZleBI,0.0,10.0,"/m/07yv9,/t/dd00129"
1s_xqE_7Xng,20.0,30.0,/t/dd00129
1sgc7Ct2e1U,120.0,130.0,"/m/0jbk,/t/dd00129"
1shhVhlpV5U,0.0,10.0,"/m/0jbk,/t/dd00129"
1t0nREJqFh4,20.0,30.0,"/m/07r04,/m/07yv9,/t/dd00129"
1t6_Bk5ne4A,70.0,80.0,"/m/0c1dj,/t/dd00129"
1tEYYecZlrY,40.0,50.0,/t/dd00129
1tsRB6nN_pE,26.0,36.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
1ty2dfUG3ac,110.0,120.0,"/m/015lz1,/m/0342h,/m/04rlf,/t/dd00129"
1uRU5NaxdDk,100.0,110.0,"/m/07yv9,/t/dd00067,/t/dd00129"
1udYiFKkn0U,30.0,40.0,/t/dd00129
1utn9oFqKBA,30.0,40.0,/t/dd00129
1v2CxjLXGF4,0.0,10.0,"/m/07yv9,/t/dd00129"
1vRwJW5RgQA,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
1vo0YkVsjzA,150.0,160.0,"/m/07yv9,/m/0k4j,/t/dd00129"
1wQXUNjNAUY,430.0,440.0,"/m/07yv9,/t/dd00129"
1wRFObGWCPI,30.0,40.0,"/m/03vt0,/m/06_y0by,/t/dd00129"
1wV_2kgFARk,450.0,460.0,"/m/02_41,/m/07pzfmf,/t/dd00129"
1wvj8erN12k,320.0,330.0,"/m/04rlf,/t/dd00129"
1wwiBdxw1wo,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
1xFhwayubuM,290.0,300.0,"/m/015lz1,/m/04rlf,/m/04szw,/t/dd00129"
1xIAzrKrZjw,30.0,40.0,/t/dd00129
1xTMKVBMU0Y,120.0,130.0,"/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
1xVNqphYOJs,20.0,30.0,/t/dd00129
1xphKJ_UpPc,0.0,10.0,"/m/0cj0r,/t/dd00129"
1y22-VcCZGo,70.0,80.0,"/m/07yv9,/t/dd00129"
1yhSkg6qGpY,590.0,600.0,/t/dd00129
1yvvTsY0KE4,2.0,12.0,"/m/028v0c,/t/dd00129"
1z9w6eeZTNI,100.0,110.0,/t/dd00129
1zsddD0Th40,12.0,22.0,/t/dd00129
1zsuZ0U7sp8,30.0,40.0,"/t/dd00128,/t/dd00129"
1ztmBMKB9_s,30.0,40.0,"/m/04rlf,/t/dd00129"
2-A9aDtpkh8,100.0,110.0,/t/dd00129
2-MlkPizubU,90.0,100.0,"/m/01jwx6,/m/02mk9,/m/07yv9,/t/dd00067,/t/dd00129"
2-RgEGPwHCU,270.0,280.0,"/m/07yv9,/t/dd00129"
2-SA5MAr0Us,40.0,50.0,/t/dd00129
20ZziRh54Tw,80.0,90.0,"/m/04rlf,/t/dd00129"
21ffc0_ES-E,40.0,50.0,"/m/07yv9,/t/dd00129"
222lXepuZ_A,30.0,40.0,"/m/04rlf,/t/dd00129"
22iudJLc6LU,30.0,40.0,"/m/04rlf,/t/dd00129"
23-hxFJSw_E,100.0,110.0,"/m/07yv9,/t/dd00129"
232w1SOS_Bw,30.0,40.0,"/m/0g6b5,/t/dd00129"
237dUZFMo30,0.0,10.0,"/m/07yv9,/m/0k5j,/t/dd00129"
23wUAJs5LVY,0.0,10.0,/t/dd00129
24DreCxdoR4,480.0,490.0,"/m/07yv9,/t/dd00129"
24HmxcGFDLU,130.0,140.0,"/m/0jbk,/t/dd00129"
24KTgR9kwtU,380.0,390.0,"/m/04_sv,/m/07yv9,/t/dd00129"
24OKPZIt8NE,150.0,160.0,"/m/09ct_,/t/dd00129"
25n1GoObgzY,30.0,40.0,/t/dd00129
25q7wJB-Yak,130.0,140.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
261AEs3bsjQ,30.0,40.0,/t/dd00129
263sYZ1KrCc,30.0,40.0,/t/dd00129
264vdYUXkTQ,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00129"
26Ca7og2Mrw,110.0,120.0,/t/dd00129
26M3949Ew70,170.0,180.0,"/m/01j4z9,/t/dd00129"
26_HYIqeX54,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
26apUCAvPVs,30.0,40.0,"/m/04rlf,/t/dd00129"
26b-32vv704,30.0,40.0,"/m/04rlf,/t/dd00129"
26n-9ibrkik,0.0,10.0,"/m/05kq4,/t/dd00129"
26sb7KkO7Cc,120.0,130.0,"/m/019jd,/m/07yv9,/t/dd00129"
26zstDuOjHc,60.0,70.0,"/m/04_sv,/m/07yv9,/t/dd00129"
27h7znx1WIk,20.0,30.0,"/m/0ch8v,/t/dd00129"
286EzH3LQ9o,20.0,30.0,"/m/07p6mqd,/t/dd00129"
2895Uz3ZcIk,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00129"
28TTf5MhN5c,200.0,210.0,"/m/07yv9,/m/0k4j,/t/dd00129"
28WCaYcS-yY,0.0,10.0,"/m/04rlf,/t/dd00129"
28WDGG3qFcM,30.0,40.0,"/m/028v0c,/m/0jbk,/t/dd00129"
28b-GGAqd3w,30.0,40.0,"/m/04rlf,/t/dd00129"
28dIB08zg6I,10.0,20.0,/t/dd00129
28yOe99TRjE,30.0,40.0,"/m/01g50p,/m/07jdr,/t/dd00129"
29LLGhOYSIw,320.0,330.0,"/m/04rlf,/t/dd00129"
29ZIkKs6SQ4,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
2AIWiN__vc8,30.0,40.0,/t/dd00129
2AOgeH9mRP0,330.0,340.0,"/m/04rlf,/t/dd00129"
2AZUulDHsrw,0.0,10.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00129"
2A_k_nZYV5E,0.0,10.0,"/m/0912c9,/t/dd00129"
2AutzvMnxWk,50.0,60.0,/t/dd00129
2B4qYTizPgo,200.0,210.0,"/m/05kq4,/t/dd00129"
2BdBqdOAyKo,410.0,420.0,"/m/04rlf,/t/dd00129"
2Bdc_YZBn_8,400.0,410.0,"/m/07r04,/m/07yv9,/t/dd00129"
2C4hHphjRI4,120.0,130.0,"/m/019jd,/m/07yv9,/t/dd00129"
2CQ7bCvGY9g,190.0,200.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
2CpwkWOOBgU,70.0,80.0,"/m/07yv9,/t/dd00129"
2Cv4SwR7M-g,0.0,10.0,"/m/07q2z82,/m/07rqsjt,/m/07yv9,/m/0k4j,/t/dd00129"
2DhsgzLqS7k,0.0,10.0,"/m/028v0c,/t/dd00129"
2E3ATDFViGQ,10.0,20.0,/t/dd00129
2EWQESF9b6U,30.0,40.0,"/m/09b5t,/m/0jbk,/t/dd00129"
2F0DzWt9TY0,30.0,40.0,"/m/0jbk,/t/dd00129"
2FHgREkHwGo,310.0,320.0,/t/dd00129
2FR60QoDDiM,20.0,30.0,/t/dd00129
2Fux06ccOZ4,180.0,190.0,/t/dd00129
2G74HCOAkEs,420.0,430.0,"/m/06q74,/m/07yv9,/t/dd00129"
2HB05xmYHKY,160.0,170.0,/t/dd00129
2HDVhX7PZHg,80.0,90.0,"/m/04rlf,/t/dd00129"
2HNO_08k9A0,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00129"
2H_U7ZPdai4,210.0,220.0,"/m/07yv9,/t/dd00129"
2IICY-zeQ3w,310.0,320.0,/t/dd00129
2IWKtuHYNX0,180.0,190.0,/t/dd00129
2ImxDsFz1gQ,20.0,30.0,"/m/07yv9,/t/dd00129"
2IuPDFlfM3Y,0.0,10.0,"/m/012ndj,/m/07yv9,/m/0k4j,/t/dd00129"
2Iv_BP9p4CE,270.0,280.0,"/m/04rlf,/t/dd00129"
2IybN9sVB_A,10.0,20.0,/t/dd00129
2K5VeAlBH5Q,20.0,30.0,/t/dd00129
2KH_Lt-gJ8M,10.0,20.0,/t/dd00129
2KJbOKuLRic,0.0,10.0,"/m/04rlf,/t/dd00129"
2KJhYUOvq1Q,16.0,26.0,/t/dd00129
2LRO1Sx6d8E,60.0,70.0,"/m/07yv9,/m/0k4j,/t/dd00129"
2LfHC7-P8Ao,20.0,30.0,/t/dd00129
2M1S2cADquw,480.0,490.0,/t/dd00129
2MLQH5aTT3g,130.0,140.0,"/m/04rlf,/t/dd00129"
2MOJu0jAVgA,120.0,130.0,"/m/07yv9,/m/0k4j,/t/dd00129"
2MbFVsGlX7E,30.0,40.0,"/m/07yv9,/t/dd00129"
2MmCJhvZ7lU,510.0,520.0,/t/dd00129
2N12kfD63bQ,30.0,40.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
2NREfP6xA64,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
2Nzryw1lmVY,210.0,220.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
2O6ZkBQHlCM,10.0,20.0,"/m/07yv9,/t/dd00129"
2OU8NF91fJg,70.0,80.0,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
2OX2IsT6o0A,30.0,40.0,/t/dd00129
2PFzYIYJkfU,30.0,40.0,/t/dd00129
2Pjmtrpj6yQ,26.0,36.0,/t/dd00129
2QUEdvgR3i0,30.0,40.0,/t/dd00129
2RFyUnsELl4,100.0,110.0,/t/dd00129
2RIqcpQIEeI,140.0,150.0,"/m/028v0c,/t/dd00129"
2RV4XhxDJAo,220.0,230.0,"/m/04_sv,/m/07yv9,/t/dd00129"
2Rw6eHdQWic,0.0,10.0,"/m/07r04,/m/07yv9,/t/dd00129"
2S9nObhVhl0,150.0,160.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
2S_JZ4kKr5I,0.0,10.0,"/m/04rlf,/t/dd00129"
2SbLn_IU-GA,240.0,250.0,"/m/07r04,/m/07yv9,/t/dd00129"
2StmNoZf34c,80.0,90.0,"/m/04rlf,/t/dd00129"
2TMcj1qQ5pA,30.0,40.0,"/m/04rlf,/t/dd00129"
